scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,cal_acceleration_mean,speed_std
17,4320,984,1087,1,0.0727448865038074,0.1426742631571876,8.84082360388613,0.224988057209903,0.884551538597028,0.8168730442884554,1.1282583015907264,0,-0.0924436975490025,0.18099036873417576
26,711,1367,1420,1,4.529982743972483,4.426949764068919,14.542929371376951,0.1791196434872899,0.275914490228847,0.8062626216268649,0.7466453411323677,0,0.0142985007139203,0.09568942710702914
26,711,1459,1507,1,1.4849898430858166,1.5773563438485143,11.657581425044038,0.2778901178591736,0.8346584814874467,0.8990396163135099,1.0227200650107626,0,-0.0583325108962613,0.23564599292619526
34,744,2042,2082,1,0.2016426577455319,0.1635506359089939,9.599406840763296,0.2522988500000608,0.8480435874004695,0.8008400769315286,0.7796191922621301,0,-0.2222518792377583,0.2524404942742438
78,3633,3665,3720,1,0.2248038336763085,0.2854776588802338,0.6069179425054743,0.387153524038368,0.8097342738954569,0.8205449819375001,1.2095671561045835,0,-0.164269473871292,0.13741360389097104
102,951,4453,4504,1,0.0023262401025433,0.2371952544613834,9.160028446455383,0.2253181431939006,0.0643918493862761,0.8878487124680031,1.253897730423283,0,0.0121760447688596,0.00940179016966981
111,368,4983,5064,1,0.0804313628345329,0.1383163126705535,8.083004106916757,0.153442000589122,0.8990746840449879,0.6119609442645592,0.6125929416074634,0,-0.120397718000953,0.19682907729435264
123,936,5436,5466,1,0.7638626813273013,0.389735432091494,10.183718461610818,0.3631794408811684,0.8933701396843414,0.5085098803186998,1.327949227738177,0,-0.3082524336071883,0.2455523801046977
130,396,6001,6037,1,0.0005618266585712,0.1624617294703238,9.271823545538648,0.254442288535976,0.0013789713753742,0.6812217230189118,0.5655437999942841,0,6.162423655334595e-05,0.0003381360812997644
150,1801,7023,7098,1,0.0623772284616692,0.0592519121222254,0.023415727281732,0.0725120866929938,0.8237805560284744,0.3277279606007373,0.4021964764607172,0,-0.1225665323144708,0.16218502055632278
155,2522,7597,7657,1,0.1221301972604842,0.0505275216062423,0.0800469864887214,0.1616536436958754,0.8273370259777568,0.2030894112901347,0.6818618212872497,0,-0.1476962717162733,0.21046210741613314
158,1110,8016,8054,1,17.93972944001787,18.18044563597946,31.169029481632883,0.8971189804297646,0.4577055139821553,0.8902559206047655,1.9607189541571584,0,-0.0458638566008094,0.14474185941644502
158,1110,8102,8167,1,16.398722470806756,16.38777595849296,31.17925677954107,0.3687585485602151,0.8634957556917406,0.8890527064383456,1.1442832368114573,0,-0.0475235995936322,0.22417075436795544
160,2398,8633,8665,1,1.2624885233550875,1.4684524795157914,11.302935987539868,0.2591124915218722,0.8981782301008242,0.8498858346508373,0.8952648315821801,0,0.2639561966495282,0.28212359059039854
160,2398,8710,8743,1,0.9444058652678996,1.236109801420139,11.062443368655124,0.3021554840594819,0.896164078931588,0.3870823894738429,1.2622585016284322,0,0.2739574358882537,0.29079904337550466
168,1734,9262,9292,1,4.303530338880815,3.808323189697756,13.905100524077977,0.4898388002942112,0.8897149086380622,0.4585118138206625,1.7257836151782957,0,-0.2965222310267281,0.28470595914192076
