scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,cal_acceleration_mean,speed_std
43,1110,2313,2345,0,0.0904512070274314,0.2112103041460289,7.714459705179315,0.1066786576141388,0.2983520502462826,0.7472884256603513,0.4528235976407311,100,-0.030050920263515,0.07998287887967148
67,1981,3217,3279,0,0.1245947535507642,0.2699944060468444,6.119706923788435,0.1952072627629019,0.4409860615352255,0.7223022133282687,0.6772885840274148,100,-0.0709841199867551,0.0921955374524985
111,61,4802,4897,0,0.1326136524192361,0.1177740919187818,7.847782776791897,0.181425152479209,0.6119609442645592,0.8549914210421882,0.7792238392204771,100,0.0186940456180583,0.13864805406469796
123,114,5223,5288,0,0.3704807467295494,0.2302518773428897,8.765999948646748,0.4055479051798922,0.5263979058920686,0.7184230016087162,1.4504831777495433,100,-0.0126583328435259,0.14160306210609616
150,1275,6805,6899,0,0.0986227071400069,0.0452018792131385,0.0244662990370274,0.0692720818709314,0.8197939449045571,0.4330314220277541,0.4136168709813962,100,-0.0750783669557165,0.14888118943127313
155,1727,7365,7456,0,0.0969296012651061,0.1443358266389986,9.344577415684602,0.2978993473764054,0.8313024078918637,0.4366197770527114,1.4966269093108142,100,-0.0994792627231613,0.14982866398100078
160,2023,8467,8503,0,0.366284228096018,0.4169372101073995,5.637789283423527,0.1727094527247178,0.8473378793767801,0.864219580566888,0.521280804923502,100,-0.0554219384449854,0.27121739988162
242,51,12407,12505,0,0.0599251012500225,0.1180095519848464,8.584144745567592,0.1415410356206848,0.4449289489016486,0.621996201871899,0.6061735114914573,100,-0.0401295065270015,0.06488562798243352
272,1330,13490,13610,0,0.1058076541904573,0.1140263934240734,6.882289394621055,0.1974247512453632,0.7855493565281266,0.6056903045375787,0.7324850351217354,100,0.0626060768258622,0.16658992295511463
291,867,14282,14454,0,0.0860982869826018,0.1337095540058958,20.586527605543655,0.1805428471602158,0.3997215990768067,0.5735540783756619,0.7277164466710069,100,-0.0217728012537826,0.06876655737376747
312,4950,15786,15846,0,0.1597983719591698,0.1382661187352002,9.707451984072794,0.2636536074533171,0.4334238352226512,0.5870617582166089,0.8673137044782884,100,0.0304222683160048,0.11224458411547643
332,509,16965,17055,0,0.078000756745282,0.097516005876201,0.1113719121367664,0.1092873076195959,0.6306590917208049,0.4300668605529897,0.4252000444658357,100,-0.0820993637220115,0.10145581719950099
333,112,17409,17467,0,0.0508199736672345,0.1636944574643241,6.751185883674894,0.1493451441271999,0.1711509020706238,0.8912541846406559,0.7928104160589351,100,-0.0190610973696871,0.03709999338770269
580,2,25098,25129,0,0.1249939328381784,0.1758724573946829,6.858405757497527,0.1588269979024995,0.43185228892716,0.7470703125,0.4594002551770133,100,-0.081069782721023,0.1028031733594664
585,712,25641,25676,0,5.9246229008388696,5.629366068289805,17.874548759354973,0.480917629308128,0.4081771871870439,0.8942219114512033,1.3825543187231446,100,-0.031211522076327,0.09928065694767546
632,1,28953,28983,0,0.6447692883278057,0.3156934769296732,1.7598625997964437,0.6162772847687378,0.3222067221582487,0.8413815235633962,1.9504290126919632,100,-0.0344741088468822,0.09602035276421553
