scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,cal_acceleration_mean,speed_std,leader_speed_std
17,2073,1205,1300,0,0.084628635598283,0.0464508693031083,7.536291582789364,0.1322308569953577,0.85205078125,0.872029539044504,0.6676045055795994,-100,-0.082484056111566,0.14838021983924407,0.15331143752189783
26,469,1582,1634,0,4.603866168425211,4.452936614017076,10.700840334986223,0.1979734347855201,0.8870583645447851,0.8647754772009884,0.8197678352830078,-100,0.0381143412486891,0.2276348137474181,0.2369949175924719
26,469,1671,1707,0,1.1963065760825409,1.4475277222256158,8.806346824556222,0.4284720724394964,0.8580935527718554,0.6882343305039598,1.3669429670461763,-100,-0.0979618080287519,0.25509929263651776,0.22863194726750283
34,453,2221,2260,0,0.2195088505353169,0.1236387470416064,8.901331582110846,0.1503354778077217,0.7457629676463823,0.8435027402353711,0.6382272989659459,-100,-0.1363039478992866,0.17374967273482722,0.20893623889790833
78,1834,3856,3900,0,0.2369409648969013,0.2294395435478727,0.4966242031870029,0.2338298922240722,0.7827463885466436,0.2716451314513501,0.9555851006833344,-100,-0.1562245179571343,0.18368069457185113,0.07889036611410429
123,118,5655,5687,0,0.3706156265371876,0.4642047545043187,13.332895215203882,0.2512316000074191,0.7624944932106332,0.6400296161317003,0.9533739007840918,-100,-0.2834284433660775,0.19102597165344057,0.16068584441693923
130,268,6199,6249,0,0.0665325353199376,0.0780443256056653,10.368801555001642,0.0819953416617483,0.2191963803432272,0.8618084582816057,0.303329904485242,-100,-0.0110406763025874,0.04932699698804398,0.19814673174487085
150,1282,7205,7257,0,0.1186350835108477,0.0016312874616175,0.1254463272111627,0.0897659577465579,0.6917279964755727,0.0218677369439986,0.4508572853120015,-100,-0.1707756373887459,0.1580670190969391,0.0031574526887365962
155,1725,7783,7817,0,0.2456166179760951,0.0042495566173251,0.1746543191623154,0.2158072264603454,0.7327479789932743,0.0378812175529773,0.7236084637271706,-100,-0.2436300536222556,0.2205556510465831,0.008728021636430223
158,1049,8248,8285,0,17.52558319355589,17.672207584529684,31.6794414120352,0.236087039410092,0.8396989784888831,0.7745002607218794,0.647676776537395,-100,0.0797207927855179,0.19969721319895306,0.2247245069016942
160,2024,8854,8891,0,0.2610778821733004,0.4385919606571908,7.375324489146707,0.2671312828868706,0.8977572317077642,0.8709549544786475,0.9606745865040072,-100,-0.1661645034060879,0.23375079128940296,0.27235784516737116
283,23,14083,14131,0,0.0947462384682747,0.2422581472642667,12.607972717915914,0.2575477576372015,0.3911129764550935,0.8720137605881023,0.9101767578916976,-100,0.0662638625447941,0.09422557278923403,0.2869888151975125
312,4958,16182,16270,0,0.1225543918669521,0.0432160076398723,9.797800582835611,0.2664869499119471,0.4659542668736517,0.8656670943444956,0.9576148903644855,-100,-0.0198014942992437,0.09163114714380956,0.1512507982787241
333,118,17759,17852,0,0.0913091119612798,0.0350667580535682,8.50198044064488,0.2134365119523688,0.5109131270581141,0.7929537647829017,0.7952926038075159,-100,-0.0217772253339454,0.07872884130724711,0.13133832420107314
373,2700,18561,18592,0,19.09462500251569,18.67692432974757,24.800066160388774,0.118654128170316,0.7750311076111096,0.2493948151605209,0.3431378936291516,-100,0.1979858737600028,0.2088810072367841,0.0704381833025934
383,2693,19199,19229,0,2.7097403378027094,2.160213745210787,13.446779291163525,0.4910934403238856,0.7797014536556701,0.6306435365274234,1.6872459728963651,-100,-0.3089208936732665,0.2569175211242278,0.21967266530893298
442,10,21246,21286,0,15.023676020147583,14.851803208791328,27.16873543549592,0.1649595609145294,0.864629608605787,0.4418155324286932,0.5051331239957868,-100,0.2013638635608963,0.175021705500602,0.1497065239013825
470,806,22482,22512,0,12.74768890393324,13.066825849505,33.843465290623136,0.3506366610114472,0.8780169524548995,0.3556534537019153,1.1266864442095752,-100,0.2474167069052184,0.2878037158753345,0.10013627302050551
585,727,26003,26044,0,5.00723564861895,5.188847109338194,12.16691855596236,0.2906816462039761,0.6437649292365073,0.7881256678682123,1.152440528989862,-100,-0.0831938907380109,0.16020633011383087,0.1542757985305518
585,727,26067,26118,0,5.512646959801056,5.903504197421988,16.170547020092176,0.5399429644036275,0.8549340900492428,0.6080823007052558,1.9319037912173105,-100,0.1784580315402565,0.1702409644150535,0.16266154831779372
585,727,26125,26174,0,6.6645893605155,6.804218840093574,18.13389078448128,0.4210131045479616,0.8254551856717063,0.6272337000504882,1.6821405175411144,-100,0.121876320433315,0.21651945808064935,0.21386121270249203
599,367,26839,26897,0,0.2271046555602249,0.0519462213527,10.86852502908894,0.3077313626319276,0.8857067881056724,0.7915518829914698,1.1862210541264933,-100,-0.139672679765814,0.24790030121063825,0.15834615384327952
642,0,30585,30661,0,0.1020297249566949,0.0613906579882419,10.391974946747348,0.1771393511690501,0.450913921117781,0.8708635745359604,0.6632945910658545,-100,-0.0361946565709936,0.09532434462279364,0.1742462739000645
680,492,33081,33153,0,0.1667911273360461,0.0538042815763935,9.888524637337836,0.2625082810058791,0.5361729544057308,0.8558647521013717,0.9302940582190028,-100,-0.0106124649361118,0.09199520866168737,0.16719426757241845
694,2500,33478,33567,0,0.2098905479252351,0.0361634595145247,9.226936540817132,0.5210170861524825,0.7011119437491513,0.8193421155260489,1.8505508766882104,-100,0.0039168144009671,0.17262005619095605,0.13641457144613875
706,84,33968,34018,0,0.3570437912533865,0.0006506012110741,0.7558989507995755,0.4967558958011243,0.8154296875,0.0016352816831859,1.7166655155405228,-100,-0.1161197351911158,0.1390266100516248,0.00035255416167331643
806,1385,35481,35622,0,0.1108541409732009,0.0513834016723609,9.64701873060824,0.3685815959505228,0.4076451540273018,0.8437892172072381,1.3083027455338971,-100,-0.0048635433248076,0.08622113670181811,0.16344987494722218
929,90,39250,39297,0,19.80088469725066,19.674648639164594,37.69264238576689,0.2960078415472036,0.8250009940134575,0.5252503362564056,0.8908878953617503,-100,-0.1264573029047346,0.22159632825463213,0.15917496100072787
929,90,39340,39375,0,19.044488683076235,18.465161523480283,32.19877880656611,0.1971320790677302,0.8985808445649539,0.7934388245959845,0.7063325388241033,-100,-0.2245152809739211,0.2668946734495378,0.2695167050590372
