scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,cal_acceleration_mean
43,1110,2313,2345,0,0.0904512070274314,0.2112103041460289,7.714459705179315,0.1066786576141388,0.2983520502462826,0.7472884256603513,0.4528235976407311,100,-0.030050920263515
67,1981,3217,3279,0,0.1245947535507642,0.2699944060468444,6.119706923788435,0.1952072627629019,0.4409860615352255,0.7223022133282687,0.6772885840274148,100,-0.0709841199867551
111,61,4802,4897,0,0.1326136524192361,0.1177740919187818,7.847782776791897,0.181425152479209,0.6119609442645592,0.8549914210421882,0.7792238392204771,100,0.0186940456180583
123,114,5223,5288,0,0.3704807467295494,0.2302518773428897,8.765999948646748,0.4055479051798922,0.5263979058920686,0.7184230016087162,1.4504831777495433,100,-0.0126583328435259
150,1275,6805,6899,0,0.0986227071400069,0.0452018792131385,0.0244662990370274,0.0692720818709314,0.8197939449045571,0.4330314220277541,0.4136168709813962,100,-0.0750783669557165
155,1727,7365,7456,0,0.0969296012651061,0.1443358266389986,9.344577415684602,0.2978993473764054,0.8313024078918637,0.4366197770527114,1.4966269093108142,100,-0.0994792627231613
160,2023,8467,8503,0,0.366284228096018,0.4169372101073995,5.637789283423527,0.1727094527247178,0.8473378793767801,0.864219580566888,0.521280804923502,100,-0.0554219384449854
242,51,12407,12505,0,0.0599251012500225,0.1180095519848464,8.584144745567592,0.1415410356206848,0.4449289489016486,0.621996201871899,0.6061735114914573,100,-0.0401295065270015
272,1330,13490,13610,0,0.1058076541904573,0.1140263934240734,6.882289394621055,0.1974247512453632,0.7855493565281266,0.6056903045375787,0.7324850351217354,100,0.0626060768258622
291,867,14282,14454,0,0.0860982869826018,0.1337095540058958,20.586527605543655,0.1805428471602158,0.3997215990768067,0.5735540783756619,0.7277164466710069,100,-0.0217728012537826
312,4950,15786,15846,0,0.1597983719591698,0.1382661187352002,9.707451984072794,0.2636536074533171,0.4334238352226512,0.5870617582166089,0.8673137044782884,100,0.0304222683160048
332,509,16965,17055,0,0.078000756745282,0.097516005876201,0.1113719121367664,0.1092873076195959,0.6306590917208049,0.4300668605529897,0.4252000444658357,100,-0.0820993637220115
333,112,17409,17467,0,0.0508199736672345,0.1636944574643241,6.751185883674894,0.1493451441271999,0.1711509020706238,0.8912541846406559,0.7928104160589351,100,-0.0190610973696871
580,2,25098,25129,0,0.1249939328381784,0.1758724573946829,6.858405757497527,0.1588269979024995,0.43185228892716,0.7470703125,0.4594002551770133,100,-0.081069782721023
585,712,25641,25676,0,5.9246229008388696,5.629366068289805,17.874548759354973,0.480917629308128,0.4081771871870439,0.8942219114512033,1.3825543187231446,100,-0.031211522076327
632,1,28953,28983,0,0.6447692883278057,0.3156934769296732,1.7598625997964437,0.6162772847687378,0.3222067221582487,0.8413815235633962,1.9504290126919632,100,-0.0344741088468822
642,4,30202,30255,0,0.1096079660637023,0.1550417917034241,10.802713069222992,0.1127744337630644,0.3829936146777799,0.6512200376309025,0.6229170860877957,100,0.0183179848415684
650,46,30784,30924,0,0.0594154734126317,0.093469272060043,9.243546921958275,0.185284995302786,0.4781656922519064,0.7821219034434906,0.6358008666659813,100,0.003875191450414
676,1278,31835,31885,0,0.2764316540246353,0.1970253261729559,7.584648848399711,0.1785955156700814,0.7924893774169821,0.7416165649090369,0.7996712432438589,100,-0.1709377078711815
785,307,34625,34666,0,17.170051156795907,17.190460984405906,32.49390584901312,0.3235421548787073,0.8607256390388791,0.8833451433778876,1.6465759440377497,100,-0.1030959587069575
806,1387,35095,35217,0,0.108431927876232,0.1602920832017536,8.322456992348645,0.2303968126571668,0.7009855144925038,0.6620778172366142,1.101650476537281,100,0.0359195227423305
807,2,35679,35813,0,0.1646229722542887,0.1945260185243491,8.963458109743874,0.3428800964711041,0.4873057524724981,0.6845872007514112,1.2604441924053835,100,0.0010970486582048
