,scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,laneID,cal_acceleration_mean,speed_std,leader_speed_std
0,17,4320,998,1101,1,0.0727448865038074,0.1426742631571876,8.67401780609111,0.192437811438201,0.884551538597028,0.8168730442884554,0.9435563720646593,0,0,-0.0924436975490025,0.1809903687341757,0.1528079825767087
1,26,711,1576,1629,1,4.529982743972483,4.426949764068919,14.237496949260311,0.1712671256647099,0.275914490228847,0.8062626216268649,0.6874509398652577,0,0,0.0142985007139203,0.095689427107029,0.1569578454270624
2,26,711,1668,1716,1,1.4849898430858166,1.5773563438485143,11.318647544539829,0.2606019281030195,0.8346584814874467,0.8990396163135099,0.8058397398198487,0,0,-0.0583325108962614,0.2356459929261952,0.2204006935052825
3,26,711,1719,1761,1,2.39660719531129,2.382874887301281,11.86223630260794,0.0279749962821096,0.8974707223929261,0.8740732081950149,0.1273425777603485,0,0,0.2113399069910744,0.2643428183932919,0.2409959419022485
4,34,744,2651,2691,1,0.2016426577455319,0.1635506359089939,9.804118534049325,0.1773521180734845,0.8480435874004695,0.8008400769315286,0.6372392786676713,0,0,-0.2222518792377583,0.2524404942742438,0.2026573320099099
5,42,1023,3314,3365,1,0.3543887211469266,0.0469898428103573,11.484003156030088,0.3784560221600279,0.8935836165101713,0.137449349918763,1.5562614495696945,0,0,-0.0066221549196209,0.3122223653417246,0.0268939036974725
6,56,2715,3941,4052,1,0.0540802855204331,0.0675508991716036,8.734279813508197,0.1596600865369761,0.8234755952087733,0.2062381410777158,0.504243151142262,0,0,-0.0811717674080862,0.1540270430413556,0.0465621712968479
7,78,3633,4391,4445,1,0.226738828324208,0.2833883322235108,7.770206237591,0.2801408090618325,0.8097342738954569,0.8205449819375001,0.9468110613501786,0,0,-0.1679786425254199,0.1379079987327546,0.3018704279181097
8,83,248,5013,5096,1,0.0010198682861143,0.123117271357363,9.05389704138794,0.1709600596023368,0.0027808288922115,0.8075050693446454,0.819697893169586,0,0,-0.0001621633812304,0.0006269831782662,0.137686781255315
9,94,308,5662,5801,1,0.0579220195078114,0.0,9.10684621945889,0.129596924377435,0.8401809813367169,0.0,0.7652052347805398,0,0,-0.0644195867659727,0.1632277484494969,0.0
10,96,2111,6141,6195,1,0.1110775030837894,0.0479279923135151,19.417110750733503,0.0950699352800742,0.8435253132215753,0.1333282498044283,0.4663035859117954,0,0,-0.1702449501012817,0.2065591695902999,0.0273536202367068
11,102,951,6196,6247,1,0.0023262401025433,0.2371952544613834,8.75586011550065,0.2530340217009375,0.0643918493862761,0.8878487124680031,1.0849698515592865,0,0,0.0121760447688596,0.0094017901696698,0.2686606183789622
12,111,368,7203,7284,1,0.0804313628345329,0.1383163126705535,7.620146755330557,0.2162311689634313,0.8990746840449879,0.6119609442645592,0.932071088322882,0,0,-0.120397718000953,0.1968290772943526,0.1533606687460698
13,120,3249,7815,7863,1,16.646513377092145,16.68665608335241,26.96387723098806,0.0952548991383277,0.3197838576704797,0.7616485738269922,0.2758864589552487,0,0,0.0123701876635081,0.1002146337311268,0.1883983450036395
14,120,3249,7878,7921,1,15.48182261896332,15.417480785748982,26.38059350186796,0.1308866581376202,0.8928420823062364,0.7811433593238384,0.6180850425814626,0,0,-0.1813269879729514,0.2604687474279304,0.1888390578610075
15,123,936,8180,8210,1,0.7638626813273013,0.389735432091494,9.65619261717607,0.3112225130326516,0.8933701396843414,0.5085098803186998,1.1197411344317612,0,0,-0.3082524336071883,0.2455523801046977,0.1583944616537888
16,130,396,9139,9175,1,0.0005618266585712,0.1624617294703238,8.460721953095625,0.1331590140990209,0.0013789713753742,0.6812217230189118,0.5600530840670572,0,0,6.162423655334595e-05,0.0003381360812997,0.1792592168988165
17,143,1438,9671,9713,1,0.115149423679844,0.060272000258986,7.582729491258014,0.0841559805519479,0.862377848514767,0.3484762423599795,0.3827222270414765,0,0,-0.2234168571848215,0.2200991277422503,0.0735687861076487
18,149,1705,10302,10402,1,0.000703592536088,0.1115064329277444,8.567794064202564,0.2109881021686157,0.0017614925736851,0.8056788587656462,1.0395343644349264,0,0,-1.772270305647855e-05,0.0004048047552025,0.1341075279925496
19,150,1801,10752,10787,1,2.672152002739323,2.423313289092804,13.21640242622822,0.1869464875114228,0.3789235747398511,0.8398881560356635,0.8277302788212424,0,0,-0.1172161031195634,0.1165643269918564,0.2481863341841277
20,150,1801,10819,10893,1,0.0631980193507014,0.0557767450770428,8.724902789130011,0.0921503788195958,0.8237805560284744,0.3277279606007373,0.3525425903516996,0,0,-0.1242455955231193,0.1631181999791355,0.0458057126082916
21,151,1414,11785,11815,1,19.902593119893616,20.543616732655263,36.93235500249937,0.5812096802501084,0.6602320577741239,0.8870763924957004,1.945583540636811,0,0,0.2219933450325239,0.2119166678861921,0.236117031603604
22,155,2522,11979,12038,1,0.1241539423980054,0.0497093112108855,8.017355325191533,0.1151432749210901,0.8273370259777568,0.2030894112901347,0.5406041257930969,0,0,-0.150194004046586,0.2116388123645515,0.0447496753402795
23,157,1072,12111,12234,1,0.07051775099525,0.0,8.519256091428161,0.1521071656301459,0.8663890120719336,0.0,0.8278637983887922,0,0,-0.0737304521636797,0.1767814701979196,0.0
24,158,1110,12431,12469,1,17.93972944001787,18.18044563597946,29.362271224088616,0.3100256558277164,0.4577055139821553,0.8902559206047655,0.9298574380261506,0,0,-0.0458638566008085,0.144741859416445,0.2202100732561853
25,158,1110,12517,12582,1,16.398722470806756,16.38777595849296,29.33927612589155,0.1201244802535743,0.8634957556917406,0.8890527064383456,0.3773624055182019,0,0,-0.0475235995936322,0.2241707543679554,0.2066026927489628
26,160,2398,12848,12880,1,1.2624885233550875,1.4684524795157914,11.12965989969125,0.2584215568678025,0.8981782301008242,0.8498858346508373,0.8523240755064911,0,0,0.2639561966495282,0.2821235905903985,0.2073901182028175
27,160,2398,12909,12940,1,0.4402691845059251,1.051541673656839,10.12134838613801,0.6604462259051352,0.8709549544786475,0.8984151598203405,1.9722789079456984,0,0,0.2150160016760811,0.2952872538773674,0.2682588926756536
28,160,2398,12941,12971,1,1.2429414172703808,1.370500128622922,11.18215297250174,0.1220676361214911,0.4202265495510675,0.8745071669818032,0.4164254717247111,0,0,0.1463144965784788,0.1050860980057048,0.2388226980137907
29,168,1734,13308,13338,1,4.303530338880815,3.808323189697756,12.960932316072157,0.4844583388787251,0.8897149086380627,0.4585118138206625,1.5072529449774787,0,0,-0.2965222310267283,0.2847059591419208,0.1024264001775697
30,172,1124,14189,14255,1,0.0006937773418566,0.1111418036812982,8.056469206561276,0.123714000714775,0.0013611843945086,0.8838427181604263,0.6560506299797098,0,0,-2.213799115013372e-05,0.0003611973779877,0.1615394298559647
31,176,2570,14736,14780,1,17.78996601064659,18.236109224106457,32.059393143924986,0.61562465458804,0.4868807991143491,0.8699548695967287,1.976674747801571,0,0,0.1112815504603013,0.1345277169666235,0.2142599837019635
32,199,1052,14931,14977,1,0.197642217110177,0.0832748482859009,8.812570675195746,0.177901287020418,0.8916720039379077,0.2416136254743177,0.7168179135922106,0,0,-0.2036854785578797,0.2517766792406139,0.0446446532425695
33,223,1701,16360,16391,1,10.559657121953576,10.166113755133807,20.3924093162891,0.370143975374761,0.8978688343764123,0.5614759648600494,1.2239104084183057,0,0,-0.2988400694536304,0.2634977078586713,0.1642998478214221
