scenario_id_num,sbject_id,stable_start_index,stable_end_index,subject_is_sdc,speed_mean,leaderSpeed_mean,spacing_mean,spacing_stdev,speed_var,leaderSpeed_var,spacing_var,Position_num,laneID,cal_acceleration_mean,speed_std,leader_speed_std
17,4320,998,1101,1,0.0727448865038074,0.1426742631571876,8.67401780609111,0.192437811438201,0.884551538597028,0.8168730442884554,0.9435563720646593,0,0,-0.0924436975490025,0.18099036873417576,0.15280798257670875
26,711,1576,1629,1,4.529982743972483,4.426949764068919,14.237496949260311,0.1712671256647099,0.275914490228847,0.8062626216268649,0.6874509398652577,0,0,0.0142985007139203,0.09568942710702909,0.15695784542706245
26,711,1668,1716,1,1.4849898430858166,1.5773563438485143,11.318647544539829,0.2606019281030195,0.8346584814874467,0.8990396163135099,0.8058397398198487,0,0,-0.0583325108962614,0.23564599292619526,0.22040069350528255
26,711,1719,1761,1,2.39660719531129,2.382874887301281,11.86223630260794,0.0279749962821096,0.8974707223929261,0.8740732081950149,0.1273425777603485,0,0,0.2113399069910744,0.2643428183932919,0.24099594190224854
34,744,2651,2691,1,0.2016426577455319,0.1635506359089939,9.804118534049325,0.1773521180734845,0.8480435874004695,0.8008400769315286,0.6372392786676713,0,0,-0.2222518792377583,0.2524404942742438,0.20265733200990996
42,1023,3314,3365,1,0.3543887211469266,0.0469898428103573,11.484003156030088,0.3784560221600279,0.8935836165101713,0.137449349918763,1.5562614495696945,0,0,-0.0066221549196209,0.3122223653417246,0.02689390369747259
56,2715,3941,4052,1,0.0540802855204331,0.0675508991716036,8.734279813508197,0.1596600865369761,0.8234755952087733,0.2062381410777158,0.504243151142262,0,0,-0.0811717674080862,0.1540270430413556,0.04656217129684794
78,3633,4391,4445,1,0.226738828324208,0.2833883322235108,7.770206237591,0.2801408090618325,0.8097342738954569,0.8205449819375001,0.9468110613501786,0,0,-0.1679786425254199,0.13790799873275464,0.3018704279181097
83,248,5013,5096,1,0.0010198682861143,0.123117271357363,9.05389704138794,0.1709600596023368,0.0027808288922115,0.8075050693446454,0.819697893169586,0,0,-0.0001621633812304,0.0006269831782662782,0.13768678125531503
94,308,5662,5801,1,0.0579220195078114,0.0,9.10684621945889,0.129596924377435,0.8401809813367169,0.0,0.7652052347805398,0,0,-0.0644195867659727,0.1632277484494969,0.0
96,2111,6141,6195,1,0.1110775030837894,0.0479279923135151,19.417110750733503,0.0950699352800742,0.8435253132215753,0.1333282498044283,0.4663035859117954,0,0,-0.1702449501012817,0.20655916959029993,0.027353620236706865
102,951,6196,6247,1,0.0023262401025433,0.2371952544613834,8.75586011550065,0.2530340217009375,0.0643918493862761,0.8878487124680031,1.0849698515592865,0,0,0.0121760447688596,0.00940179016966981,0.2686606183789622
111,368,7203,7284,1,0.0804313628345329,0.1383163126705535,7.620146755330557,0.2162311689634313,0.8990746840449879,0.6119609442645592,0.932071088322882,0,0,-0.120397718000953,0.19682907729435264,0.15336066874606982
120,3249,7815,7863,1,16.646513377092145,16.68665608335241,26.96387723098806,0.0952548991383277,0.3197838576704797,0.7616485738269922,0.2758864589552487,0,0,0.0123701876635081,0.10021463373112684,0.18839834500363956
120,3249,7878,7921,1,15.48182261896332,15.417480785748982,26.38059350186796,0.1308866581376202,0.8928420823062364,0.7811433593238384,0.6180850425814626,0,0,-0.1813269879729514,0.2604687474279304,0.18883905786100752
123,936,8180,8210,1,0.7638626813273013,0.389735432091494,9.65619261717607,0.3112225130326516,0.8933701396843414,0.5085098803186998,1.1197411344317612,0,0,-0.3082524336071883,0.2455523801046977,0.15839446165378884
130,396,9139,9175,1,0.0005618266585712,0.1624617294703238,8.460721953095625,0.1331590140990209,0.0013789713753742,0.6812217230189118,0.5600530840670572,0,0,6.162423655334595e-05,0.0003381360812997644,0.17925921689881658
143,1438,9671,9713,1,0.115149423679844,0.060272000258986,7.582729491258014,0.0841559805519479,0.862377848514767,0.3484762423599795,0.3827222270414765,0,0,-0.2234168571848215,0.22009912774225035,0.0735687861076487
149,1705,10302,10402,1,0.000703592536088,0.1115064329277444,8.567794064202564,0.2109881021686157,0.0017614925736851,0.8056788587656462,1.0395343644349264,0,0,-1.772270305647855e-05,0.00040480475520259185,0.13410752799254969
150,1801,10752,10787,1,2.672152002739323,2.423313289092804,13.21640242622822,0.1869464875114228,0.3789235747398511,0.8398881560356635,0.8277302788212424,0,0,-0.1172161031195634,0.11656432699185647,0.2481863341841277
150,1801,10819,10893,1,0.0631980193507014,0.0557767450770428,8.724902789130011,0.0921503788195958,0.8237805560284744,0.3277279606007373,0.3525425903516996,0,0,-0.1242455955231193,0.1631181999791355,0.04580571260829161
151,1414,11785,11815,1,19.902593119893616,20.543616732655263,36.93235500249937,0.5812096802501084,0.6602320577741239,0.8870763924957004,1.945583540636811,0,0,0.2219933450325239,0.21191666788619215,0.23611703160360406
155,2522,11979,12038,1,0.1241539423980054,0.0497093112108855,8.017355325191533,0.1151432749210901,0.8273370259777568,0.2030894112901347,0.5406041257930969,0,0,-0.150194004046586,0.21163881236455157,0.0447496753402795
157,1072,12111,12234,1,0.07051775099525,0.0,8.519256091428161,0.1521071656301459,0.8663890120719336,0.0,0.8278637983887922,0,0,-0.0737304521636797,0.17678147019791962,0.0
158,1110,12431,12469,1,17.93972944001787,18.18044563597946,29.362271224088616,0.3100256558277164,0.4577055139821553,0.8902559206047655,0.9298574380261506,0,0,-0.0458638566008085,0.14474185941644502,0.22021007325618533
158,1110,12517,12582,1,16.398722470806756,16.38777595849296,29.33927612589155,0.1201244802535743,0.8634957556917406,0.8890527064383456,0.3773624055182019,0,0,-0.0475235995936322,0.22417075436795544,0.2066026927489628
160,2398,12848,12880,1,1.2624885233550875,1.4684524795157914,11.12965989969125,0.2584215568678025,0.8981782301008242,0.8498858346508373,0.8523240755064911,0,0,0.2639561966495282,0.28212359059039854,0.2073901182028175
160,2398,12909,12940,1,0.4402691845059251,1.051541673656839,10.12134838613801,0.6604462259051352,0.8709549544786475,0.8984151598203405,1.9722789079456984,0,0,0.2150160016760811,0.2952872538773674,0.2682588926756536
160,2398,12941,12971,1,1.2429414172703808,1.370500128622922,11.18215297250174,0.1220676361214911,0.4202265495510675,0.8745071669818032,0.4164254717247111,0,0,0.1463144965784788,0.10508609800570481,0.23882269801379075
168,1734,13308,13338,1,4.303530338880815,3.808323189697756,12.960932316072157,0.4844583388787251,0.8897149086380627,0.4585118138206625,1.5072529449774787,0,0,-0.2965222310267283,0.2847059591419208,0.10242640017756972
172,1124,14189,14255,1,0.0006937773418566,0.1111418036812982,8.056469206561276,0.123714000714775,0.0013611843945086,0.8838427181604263,0.6560506299797098,0,0,-2.2137991150133716e-05,0.0003611973779877639,0.16153942985596473
176,2570,14736,14780,1,17.78996601064659,18.236109224106457,32.059393143924986,0.61562465458804,0.4868807991143491,0.8699548695967287,1.976674747801571,0,0,0.1112815504603013,0.13452771696662358,0.21425998370196356
199,1052,14931,14977,1,0.197642217110177,0.0832748482859009,8.812570675195746,0.177901287020418,0.8916720039379077,0.2416136254743177,0.7168179135922106,0,0,-0.2036854785578797,0.2517766792406139,0.0446446532425695
223,1701,16360,16391,1,10.559657121953576,10.166113755133807,20.3924093162891,0.370143975374761,0.8978688343764123,0.5614759648600494,1.2239104084183057,0,0,-0.2988400694536304,0.2634977078586713,0.16429984782142212
232,777,17400,17487,1,0.1160411827863999,0.0580308258781884,9.305248700983354,0.1668860714619034,0.8864226246931722,0.2656952414753299,0.8257384031159827,0,0,-0.1078069496086284,0.21853963055668915,0.04064110565373223
242,112,17685,17801,1,0.0005980505548463,0.0747970751873229,8.844460972852538,0.1159921669435957,0.0015960160338079,0.7112489193753871,0.6301666777146355,0,0,1.2966992669675854e-05,0.0003010598234834281,0.10048642543912745
252,2128,18207,18261,1,14.33906384534358,14.715682094339131,25.910641071275798,0.5051677078651443,0.3729794862278162,0.6994743037096551,1.96202071503366,0,0,0.0666227153097118,0.07593323627145661,0.16779942698772532
257,989,18473,18538,1,0.0006319175602481,0.1389698385092621,8.829261626331487,0.1338377400231858,0.0017585256545705,0.8722203734782078,0.6902741478289496,0,0,-0.0002207176724131,0.0003304335455054198,0.15694431435817408
272,1912,19658,19780,1,0.0008694656241355,0.1166783662106846,8.870303398237665,0.2882146216320134,0.0285979395177625,0.7910859119000565,1.3615383394308314,0,0,0.0022253488695127,0.002599874156014434,0.18577486743774402
283,1232,19858,19889,1,0.0897025067107298,0.6310446847615537,9.669433880615715,0.5566016097405166,0.4090004304721958,0.8300897577035574,1.725564115569863,0,0,0.1277677695993796,0.13564276393311148,0.2534156941756353
283,1232,19936,19979,1,3.596300856318437,3.2734347730377387,13.355663116668184,0.5562030569387058,0.8634623103172459,0.7718478277791547,1.523072618513439,0,0,0.137606690098315,0.21660364612666996,0.14749230759838336
290,2227,20565,20604,1,12.09030509378779,11.955773495166952,33.15406216033555,0.229826307265981,0.8982830995666475,0.6953702400030171,0.6254279677620858,0,0,0.0401692179004171,0.2321969957215544,0.17711565922732678
291,1120,21034,21215,1,0.0007127173586208,0.0964057831130924,9.38157667784009,0.3918310822335007,0.0019361757472738,0.7550143814410374,1.5576169353799347,0,0,-7.021562833415545e-05,0.000380744054320688,0.09589663950977224
310,1057,22249,22279,1,0.6977228078963734,0.2372462739555143,9.67580606903979,0.4217249285317063,0.8850921589016472,0.5710552737969834,1.4094121300682758,0,0,-0.2962114837072429,0.27306646850566624,0.15327352860935423
310,1057,22280,22418,1,0.030685880278538,0.0593709231248672,9.026250987178347,0.1546269437272492,0.3055385920507048,0.1996092770162736,0.5312274130275974,0,0,-0.0230804685948705,0.07311966935161697,0.036740986997340325
312,5559,23723,23797,1,0.0006786520704915,0.202678583494599,8.977757951645183,0.3494551608324572,0.0019692551976547,0.8313128590795446,1.4023481214443958,0,0,-8.716679378291465e-05,0.0003796950088517532,0.16869437946000412
316,1628,27209,27337,1,0.0006810864017005,0.0828545405908233,9.088620674157037,0.1862435585685554,0.0016343659107928,0.6885457574315507,0.9293667925383337,0,0,-9.026390803454496e-05,0.0003824583518870904,0.1039188678177543
327,565,27409,27439,1,15.31584604615816,14.97090124900458,40.89219174760601,0.1841175391438975,0.8779900932962637,0.8157298089418497,0.8029670665177093,0,0,-0.119223091309757,0.25546186931113246,0.2187193253622227
327,565,27563,27603,1,0.2213771645454448,0.0617384120721298,8.216070812432983,0.1972617375960028,0.8599574917142337,0.1967588773420065,0.7489979839123677,0,0,-0.2245945163210077,0.261075582071752,0.04471522055282274
332,599,27770,27801,1,0.2665422754102765,0.0570262826103688,8.89758514737722,0.2019298410994694,0.8482530303830224,0.2280831546787399,0.7035398638924804,0,0,-0.2770791896857813,0.2727529915926585,0.04934110271512476
333,2963,27954,28030,1,0.0005984639165174,0.0877567788943574,8.567657288772542,0.1180943759986639,0.0013007416371945,0.7124398757334418,0.6061499813545268,0,0,-9.652283854648984e-05,0.0003220363305976869,0.12612943095555615
373,3008,29546,29579,1,18.764540223829894,18.36653435600227,25.24730719593251,0.4188580113940349,0.3674707279231839,0.7953874772992648,1.326616463848584,0,0,-0.1170335161853563,0.09787146271830609,0.23170593944048629
373,3008,29580,29623,1,18.720375886359164,19.13368381416972,25.750523803677225,0.524289144348105,0.2872310637868587,0.8227609683238306,1.8186917128466789,0,0,0.0009029392312856,0.08789055360130396,0.16671700428209396
383,8521,29704,29773,1,2.920878273369232,3.158302543629888,21.09489150359669,0.3418932227682786,0.2625744594512689,0.8330451257282756,1.5950227824320429,0,0,-0.0161499140278066,0.06345499000251749,0.258976221079237
438,3744,30648,30688,1,0.2552681373814735,0.0,8.765335342958052,0.2912957031888755,0.8636505467111691,0.0,1.0033850661263184,0,0,-0.2215903087596074,0.26672513880337173,0.0
440,941,30851,30885,1,0.2249390723878197,0.1232972172032678,7.928041597966417,0.1444460257103486,0.8499658180179748,0.3638348805104481,0.5384146388906395,0,0,-0.2618600769031888,0.25909603161762534,0.08447351779983081
442,297,30932,30984,1,14.587139081334564,14.68887282241328,25.75570385651188,0.2673084616779418,0.8749982533646179,0.875157244481592,0.9903938532669868,0,0,0.1744380341268732,0.2887150937128856,0.19700000395342684
442,297,30985,31020,1,15.016989652066805,14.73814963562733,25.365146855102527,0.2235314503263661,0.2580934500168474,0.779478573608607,0.8358285259778029,0,0,-0.0042778891856778,0.08079810571920482,0.20625760615192792
470,5780,31789,31824,1,12.926993946018683,13.08295623823228,28.22241865621408,0.1455385646649303,0.8031268655165338,0.8448465649631309,0.5341865687520837,0,0,0.2217200082485857,0.22472407550973275,0.23055286463296862
474,556,32062,32092,1,0.0007259163052288,0.2997454197105264,9.17397047398908,0.2518500941492049,0.0043062899681972,0.8212176467756352,0.8948400226244182,0,0,-0.0007358061720411,0.0008294873530436255,0.2630447066003156
474,556,32144,32258,1,0.0715480546478951,0.0535992084619245,9.297059297610778,0.1451861863033724,0.89194341461892,0.2002331655876411,0.652736082543873,0,0,-0.0820243710889828,0.18527901965244328,0.03716887447119766
476,4462,32456,32537,1,0.0007510742355215,0.0967560905592212,8.295973665622974,0.1271367840465783,0.0035760589987769,0.7770383343715893,0.6981793570555848,0,0,8.444950346208537e-05,0.0005967254668438369,0.13731855105060783
484,781,33446,33545,1,0.0005861080591189,0.0894585667432702,8.72035395894561,0.1640454741247242,0.0014125193223888,0.8107924528871089,0.7585163224786466,0,0,-7.115839639128077e-05,0.00032072043451530924,0.11213346174176028
492,2563,33914,34038,1,0.0595626204471924,0.0,8.640656797860565,0.1227326797742427,0.839290579811797,0.0,0.6988404664939054,0,0,-0.0731073965992617,0.16001746472067935,0.0
505,3321,34240,34273,1,17.946683231112726,17.44655898348879,54.76265247000671,0.4748817178100734,0.0671732497216304,0.8139015581501852,1.63456756020598,0,0,5.710673209264727e-05,0.02129273896065121,0.19187435324612465
508,840,35326,35366,1,14.751641292789268,14.809025272767778,29.475689716580536,0.2017782751355133,0.8568672141937768,0.6709527206708401,0.6785069940188038,0,0,0.0255113481035927,0.24892280584540447,0.17718562718627107
550,3162,36111,36170,1,0.1254528738590486,0.0452019698027419,7.602839257882646,0.1343542608318093,0.8677581684209784,0.2359810455500317,0.6256747663430948,0,0,-0.1572284102342232,0.22248861445677864,0.03479527418476159
567,1066,36881,36960,1,0.1046063034376026,0.0782328604536848,8.24647137313854,0.1509183687133133,0.8585806303787594,0.6067075821127591,0.6976801917306261,0,0,-0.115970529329084,0.2069620138183782,0.11590754196091202
